maxtempC,mintempC,totalSnow_cm,sunHour,AQI_Explained
36,22,0,12.2,Very unhealthy
30,28,0,9.9,Unhealthy
26,22,0,8.7,Very unhealthy
22,20,0,8.5,Unhealthy for sensitive groups
23,22,0,8.5,Unhealthy for sensitive groups
25,23,0,8.5,Unhealthy
32,22,0,13.3,Very unhealthy
36,28,0,13.3,Very unhealthy
27,26,0,9.7,Unhealthy
32,26,0,8.5,Hazardous
36,28,0,13.5,Hazardous
36,29,0,13.3,Unhealthy
31,26,0,12.1,Very unhealthy
31,23,0,13.3,Hazardous
32,26,0,13.3,Hazardous
28,26,0,8.4,Very unhealthy
35,28,0,10.8,Very unhealthy
33,28,0,10.8,Moderate
32,28,0,13.4,Moderate
32,28,0,10.8,Moderate
33,28,0,13.4,Moderate
33,28,0,13.4,Unhealthy for sensitive groups
32,28,0,13.4,Moderate
31,28,0,8.3,Unhealthy for sensitive groups
31,28,0,10.8,Unhealthy for sensitive groups
34,28,0,12,Unhealthy for sensitive groups
31,29,0,13.3,Very unhealthy
32,29,0,10.8,Unhealthy
34,27,0,13.3,Unhealthy
35,28,0,12,Unhealthy
36,28,0,13.2,Unhealthy for sensitive groups
34,28,0,13.2,Unhealthy for sensitive groups
36,29,0,13.2,Unhealthy
37,30,0,13.2,Unhealthy
35,29,0,13.2,Unhealthy for sensitive groups
35,29,0,13.2,Unhealthy for sensitive groups
34,29,0,13.1,Unhealthy
33,28,0,13.1,Very unhealthy
34,28,0,13.1,Unhealthy
36,29,0,13.1,Unhealthy
33,28,0,13.1,Unhealthy
31,27,0,10.7,Unhealthy
34,28,0,13,Unhealthy
35,30,0,13,Unhealthy for sensitive groups
36,27,0,13,Unhealthy
32,28,0,9.4,Unhealthy
32,26,0,11.9,Very unhealthy
29,26,0,9.4,Unhealthy
32,25,0,11.9,Unhealthy
33,28,0,12.9,Unhealthy
33,27,0,12.9,Unhealthy for sensitive groups
34,28,0,12.9,Unhealthy for sensitive groups
33,27,0,11.9,Unhealthy
32,25,0,12.8,Very unhealthy
32,27,0,12.8,Very unhealthy
32,25,0,12.8,Unhealthy for sensitive groups
30,26,0,12.8,Unhealthy
32,25,0,12.8,Hazardous
33,27,0,12.7,Hazardous
33,25,0,12.7,Unhealthy
29,26,0,7.9,Unhealthy
29,23,0,7.9,Unhealthy
30,25,0,7.9,Unhealthy
28,24,0,9.2,Unhealthy for sensitive groups
29,24,0,12.6,Unhealthy
24,23,0,7.9,Very unhealthy
29,20,0,11.6,Hazardous
24,19,0,6.1,Unhealthy
21,19,0,6.1,Very unhealthy
22,18,0,7.5,Hazardous
27,21,0,11.6,Very unhealthy
25,22,0,11.6,Unhealthy for sensitive groups
24,19,0,6,Unhealthy
23,22,0,6,Unhealthy
27,15,0,11.6,Unhealthy
27,19,0,8.8,Unhealthy for sensitive groups
27,22,0,11.6,Unhealthy for sensitive groups
27,22,0,7.4,Unhealthy for sensitive groups
26,22,0,10.2,Unhealthy for sensitive groups
26,21,0,8.8,Unhealthy for sensitive groups
28,22,0,11.6,Unhealthy for sensitive groups
27,21,0,11.6,Unhealthy
27,21,0,11.6,Unhealthy
27,23,0,5.9,Unhealthy for sensitive groups
22,13,0,5.9,Unhealthy for sensitive groups
23,19,0,11.6,Unhealthy for sensitive groups
23,18,0,10.2,Unhealthy for sensitive groups
21,20,0,5.9,Unhealthy for sensitive groups
24,19,0,11.6,Unhealthy for sensitive groups
25,20,0,11.6,Unhealthy for sensitive groups
24,16,0,11.6,Unhealthy for sensitive groups
27,19,0,11.6,Unhealthy for sensitive groups
25,20,0,11.6,Unhealthy for sensitive groups
24,19,0,8.7,Unhealthy
24,20,0,11.6,Unhealthy for sensitive groups
21,19,0,8.7,Unhealthy for sensitive groups
17,17,0,5.8,Unhealthy for sensitive groups
23,11,0,11.6,Unhealthy
22,18,0,5.8,Unhealthy for sensitive groups
21,18,0,11.2,Unhealthy for sensitive groups
23,18,0,8.7,Unhealthy
20,14,0,4.2,Very unhealthy
22,12,0,8.7,Hazardous
20,17,0,8.7,Unhealthy
21,17,0,8.7,Unhealthy for sensitive groups
23,14,0,8.7,Unhealthy for sensitive groups
23,18,0,8.7,Unhealthy for sensitive groups
22,18,0,8.7,Unhealthy for sensitive groups
20,18,0,8.7,Unhealthy for sensitive groups
21,15,0,8.7,Unhealthy for sensitive groups
23,13,0,8.7,Unhealthy for sensitive groups
23,18,0,8.7,Unhealthy
22,18,0,8.7,Very unhealthy
18,12,0,8.7,Hazardous
19,11,0,8.7,Unhealthy
19,15,0,4.1,Unhealthy for sensitive groups
25,18,0,8.7,Unhealthy
24,19,0,8.7,Very unhealthy
22,19,0,8.7,Hazardous
20,17,0,8.7,Hazardous
21,17,0,8.7,Unhealthy for sensitive groups
21,16,0,8.7,Unhealthy for sensitive groups
22,15,0,8.7,Unhealthy for sensitive groups
21,13,0,8.7,Unhealthy for sensitive groups
22,16,0,8.7,Unhealthy for sensitive groups
22,17,0,5.5,Unhealthy
23,19,0,5.5,Very unhealthy
24,20,0,8.7,Unhealthy for sensitive groups
26,21,0,8.7,Unhealthy for sensitive groups
24,19,0,5.5,Very unhealthy
18,15,0,3.9,Very unhealthy
18,14,0,3.9,Very unhealthy
17,13,0,3.9,Unhealthy for sensitive groups
14,12,0,3.8,Unhealthy for sensitive groups
14,10,0,3.8,Unhealthy for sensitive groups
16,13,0,3.8,Unhealthy for sensitive groups
16,14,0,3.8,Unhealthy
14,12,0,3.8,Unhealthy for sensitive groups
12,10,0,5.5,Unhealthy
13,9,0,5.4,Unhealthy
12,6,0,5.4,Unhealthy
13,11,0,7.1,Hazardous
13,11,0,3.8,Unhealthy
10,9,0,3.8,Unhealthy
10,7,0,8.7,Hazardous
12,7,0,8.7,Very unhealthy
14,10,0,5.4,Unhealthy
13,11,0,3.8,Unhealthy
12,8,0,3.8,Very unhealthy
14,10,0,3.8,Hazardous
16,12,0,3.8,Unhealthy
12,8,0,3.8,Hazardous
16,10,0,8.7,Hazardous
13,7,0,8.7,Hazardous
6,4,0.1,3.8,Hazardous
8,4,0,8.7,Unhealthy
9,3,0,8.7,Unhealthy
9,6,0,7.1,Hazardous
7,4,0,3.8,Very unhealthy
8,4,0,7.1,Hazardous
12,5,0,8.7,Very unhealthy
15,7,0,8.7,Unhealthy
14,7,0,8.7,Very unhealthy
15,9,0,8.7,Hazardous
13,9,0,8.7,Hazardous
12,8,0,8.7,Hazardous
13,7,0,3.8,Very unhealthy
15,8,0,5.5,Very unhealthy
16,11,0,7.1,Hazardous
15,3,0,5.5,Hazardous
-2,-4,0,8.7,Unhealthy for sensitive groups
3,-4,0,8.7,Unhealthy
9,2,0,8.7,Very unhealthy
9,1,0,8.7,Very unhealthy
9,2,0,3.9,Hazardous
12,8,0,3.9,Very unhealthy
9,5,0,3.9,Unhealthy
7,4,0,4,Very unhealthy
-3,-5,0,7.1,Very unhealthy
1,-6,0,8.7,Unhealthy
6,-4,0,8.7,Unhealthy
7,-2,0,8.7,Very unhealthy
6,0,0,8.7,Hazardous
11,1,0,8.7,Hazardous
16,7,0,8.7,Very unhealthy
14,8,0,7.1,Hazardous
18,7,0,8.7,Hazardous
7,4,0,7.1,Hazardous
8,1,0,8.7,Very unhealthy
14,1,0,8.7,Very unhealthy
10,6,0,8.7,Hazardous
14,9,0,5.6,Very unhealthy
20,12,0,4,Unhealthy
12,10,0,4,Very unhealthy
9,7,0,4,Very unhealthy
12,6,0,5.6,Hazardous
14,9,0,7.1,Hazardous
12,10,0,4,Very unhealthy
11,7,0,8.7,Unhealthy
10,4,0,8.7,Hazardous
9,6,0,8.7,Hazardous
13,5,0,8.7,Unhealthy
